a,ln,ln/h,s,f'c,Dl,fyl,Dt,fyt,a/d,s/d,nu,rho_l,rho_t,rholfyl/fc,rhotfyt/fc,tau/fc,s/Dl,Vp/Vn,Ag/Ao,DS1,DS2,DS3,DS4,Vy,Vu,DS4/DS2
1140,1140,4.56,50,80,10,430,8,430,5.507246377,0.241545894,0.300066141,0.015079645,0.016084954,0.080983885,0.086382807,0.048499492,5.000000005,0.253823626,1.041666667,0.003933546,0.007867092,0.015894737,0.030194563,56.49,114.14,3.8380844
1140,1140,4.56,150,80,20,430,8,430,5.643564356,0.742574257,0.200044094,0.060318579,0.005361651,0.323935536,0.028794267,0.028545607,7.499999998,0.796126535,1.041666667,0.004877858,0.009755715,0.019710526,,82.31,166.31,
1140,1140,4.56,150,80,20,430,8,430,5.643564356,0.742574257,0.300066141,0.060318579,0.005361651,0.323935536,0.028794267,0.031581547,7.499999998,0.753590103,1.041666667,0.003677388,0.007354776,0.014859649,,79.98,161.6,
1140,1140,4.56,150,80,20,430,8,430,5.643564356,0.742574257,0.300066141,0.060318579,0.005361651,0.323935536,0.028794267,0.031581547,7.499999998,0.753590103,1.041666667,0.004263512,0.008527025,0.01722807,,75.66,152.86,
1140,1140,4.56,150,80,20,430,8,430,5.643564356,0.742574257,0.200044094,0.060318579,0.005361651,0.323935536,0.028794267,0.024451521,7.499999998,0.796126535,1.041666667,0.004773658,0.009547315,0.019289474,0.037518879,95.49,192.93,3.929783142
1140,1140,4.56,100,80,20,430,8,430,5.643564356,0.495049505,0.200044094,0.060318579,0.008042477,0.323935536,0.043191404,0.025525591,4.999999999,0.61735347,1.041666667,0.004315612,0.008631225,0.017438596,0.046965632,73.61,148.71,5.441363758
1140,1140,4.56,100,80,20,430,8,430,5.643564356,0.495049505,0.200044094,0.060318579,0.008042477,0.323935536,0.043191404,0.024084066,4.999999999,0.61735347,1.041666667,0.003805467,0.007610934,0.015377193,0.047342983,89.1,180.02,6.220390819
600,1200,4,100,31,16,402,6,392,2.353023209,0.392170535,0.200044121,0.026815067,0.001881446,0.350829082,0.024003163,0.069773789,6.249206349,1.145191371,1.499994,0.005096164,0.010192328,0.02044,0.030576356,179.94,228.39,2.999938495
1140,1140,4.56,100,80,20,430,8,430,5.643564356,0.495049505,0.300066141,0.060318579,0.000940723,0.323935536,0.005052069,0.02768014,4.999999999,0.593730104,1.041666667,0.004233121,0.008466241,0.017105263,0.046373154,83.92,169.56,5.477419305
1140,1140,4.56,100,80,20,430,8,430,5.643564356,0.495049505,0.300066141,0.060318579,0.001881446,0.323935536,0.010104138,0.030538007,4.999999999,0.593730104,1.041666667,0.004042088,0.008084175,0.016333333,0.03605408,82.84,167.37,4.459834186
1140,1140,4.56,50,80,20,430,8,430,5.643564356,0.247524752,0.200044094,0.060318579,0.016084954,0.323935536,0.086382807,0.036298596,2.499999999,0.368864163,1.041666667,0.004313441,0.008626883,0.017429825,0.067035641,80.2,162.04,7.77055188
1140,1140,4.56,50,80,20,430,8,430,5.643564356,0.247524752,0.200044094,0.060318579,0.016084954,0.323935536,0.086382807,0.036655679,2.499999999,0.368864163,1.041666667,0.004393762,0.008787524,0.017754386,0.051918313,80.42,162.48,5.908184246
1140,1140,4.56,50,80,20,430,8,430,5.643564356,0.247524752,0.300066141,0.060318579,0.016084954,0.323935536,0.086382807,0.043071668,2.499999999,0.362828397,1.041666667,0.005833023,0.011666046,0.023570175,0.056835625,83.28,168.25,4.871884012
1140,1140,4.56,50,80,20,430,8,430,5.643564356,0.247524752,0.300066141,0.060318579,0.016084954,0.323935536,0.086382807,0.05157243,2.499999999,0.362828397,1.041666667,0.008478235,0.016956471,0.032842105,0.047599845,159.05,165.74,2.807178819
2335,2335,3.83,110,27,19,448,6,428,4.122164357,0.194191897,0.097563757,0.022249266,0.002705678,0.366145601,0.042538287,0.032326157,5.759162303,0.662844418,3.863333333,0.005179428,0.010358857,0.052290281,0.063692108,299.43,365.97,6.148565249
2335,2335,3.83,110,27,19,448,6,428,4.122164357,0.194191897,0.238753585,0.022249266,0.002705678,0.366145601,0.042538287,0.039324897,5.759162303,0.654464778,3.863333333,0.004176604,0.008353208,0.035059615,0.047736292,330.89,380.91,5.714725615
2335,2335,3.83,83,28,19,448,6,428,4.100447801,0.145754676,0.09228911,0.022249266,0.003585838,0.354418518,0.0545704,0.035949668,4.345549737,0.557114677,3.863333333,0.005870976,0.011741952,0.039427109,0.072811162,281.02,361.31,6.200941946
2335,2335,3.83,83,28,19,448,6,428,4.100447801,0.145754676,0.232488707,0.022249266,0.003585838,0.354418518,0.0545704,0.041808777,4.345549737,0.562733213,3.863333333,0.004363785,0.008727569,0.028826552,0.059914931,263.45,407.52,6.865019407
600,1200,4,200,31,16,402,6,392,2.353023209,0.78434107,0.200044121,0.026815067,0.001881446,0.350829082,0.024003163,0.057659271,12.4984127,1.353921713,1.499994,0.003890085,0.00778017,0.018236,0.025586727,159.54,210.59,3.288710553
508,1016,4,51,76,19,510,9,510,2.288803785,0.229781482,0.09975245,0.035528688,0.016415513,0.238212626,0.110062676,0.068107478,2.670157068,0.476869091,1.075266667,0.008684527,0.017369053,0.137961,,304.47,324.11,
508,1016,4,51,76,19,510,9,510,2.288803785,0.229781482,0.199708893,0.035528688,0.016415513,0.238212626,0.110062676,0.096207689,2.670157068,0.509880957,1.075266667,0.008838018,0.017676036,0.0582455,,328.65,378.33,
508,1016,4,51,86,16,510,9,510,2.272422277,0.228136882,0.096265597,0.024621056,0.016415513,0.14588392,0.09726469,0.078196752,3.20754717,0.403941688,1.075266667,0.007372805,0.014745611,0.052869,,233.72,275.45,
508,1016,4,51,86,16,510,9,510,2.272422277,0.228136882,0.192531195,0.024621056,0.016415513,0.14588392,0.09726469,0.068356317,3.20754717,0.453035248,1.075266667,0.007862826,0.015725652,0.068288,0.141806168,267.33,318.86,9.017506123
450,900,4,45,118,10,393,5,1414,2.209131075,0.220913107,0.599253243,0.018616845,0.008070402,0.061950619,0.096693799,0.105644059,4.500000004,0.218656352,0.84375,0.003274324,0.006548648,0.013539807,,286.97,334.24,
450,900,4,45,118,10,393,6,1423,2.223320158,0.222332016,0.599253243,0.018616845,0.0127091,0.061950619,0.153239879,0.10176762,4.500000004,0.163709964,0.84375,0.003572525,0.007145049,0.018079692,0.035513595,312.51,363.98,4.970377956
450,900,4,35,118,10,393,6,1423,2.223320158,0.172924901,0.599253243,0.018616845,0.016340271,0.061950619,0.197022697,0.105441172,3.500000004,0.136740749,0.84375,0.003981466,0.007962931,0.026931428,0.055515943,340.08,391.48,6.97179716
450,900,4,45,118,10,393,6,1423,2.223320158,0.222332016,0.349773686,0.018616845,0.0127091,0.061950619,0.153239879,0.08224457,4.500000004,0.271610176,0.84375,0.003998135,0.007996269,0.027091657,0.064507917,332.5,361.73,8.067251476
450,900,4,35,118,10,393,6,1423,2.223320158,0.172924901,0.349773686,0.018616845,0.016340271,0.061950619,0.197022697,0.096029348,3.500000004,0.224206295,0.84375,0.004054225,0.00810845,0.026881018,0.07220401,332.61,369.98,8.90478539
2134,2134,7.64,229,41,16,407,6,351,8.902357616,0.953642384,0.339569889,0.010142022,0.000991664,0.101583213,0.008565933,0.016774492,14.4,0.992961985,1.301072667,0.002562202,0.005124405,0.013598346,,39.11,54.54,
600,1200,4,100,31,16,402,6,392,2.353023209,0.392170535,0.300067792,0.026815067,0.001881446,0.350829082,0.024003163,0.078578415,6.249206349,1.085303998,1.499994,0.004969171,0.009938341,0.0206,0.02873964,202.82,247.89,2.891794436
1842,1842,6.04,95,72,20,454,16,463,6.879551821,0.35480859,0.500110234,0.025788692,0.01384363,0.162247841,0.088822856,0.06935115,4.861821901,0.204945418,1.550416668,0.00117572,0.002351439,0.008638217,0.016226372,111.2,135.91,6.900613638
1842,1842,6.04,90,72,20,454,11,541,6.823485831,0.333395073,0.360079369,0.025788692,0.012428801,0.163152989,0.093872501,0.046982488,4.605936538,0.220047857,1.550416668,0.001185347,0.002370693,0.009733222,0.027513044,110.66,138.67,11.60548563
1842,1842,6.04,90,72,20,454,11,541,6.823485831,0.333395073,0.500110234,0.025788692,0.012428801,0.162925757,0.093741759,0.048930962,4.605936538,0.196314763,1.550416668,0.001424787,0.002849575,0.010792172,0.017372758,116.42,134.02,6.09661462
1842,1842,6.04,100,72,20,454,16,463,6.879551821,0.373482727,0.500110234,0.025788692,0.022449523,0.162699156,0.144440253,0.06677761,5.117707264,0.137425475,1.550416668,0.001584353,0.003168706,0.012462853,0.023635729,117.47,135.23,7.459110046
1842,1842,6.04,90,102,20,454,16,463,6.880065738,0.336159564,0.450049015,0.025788692,0.025006391,0.114912272,0.113635297,0.053712484,4.605936538,0.152969051,1.550416668,0.000603728,0.001207457,0.003799494,0.008746466,116.9,154.31,7.243708013
1842,1842,6.04,76,102,20,454,16,463,6.879551821,0.283846872,0.460101416,0.025788692,0.029538845,0.114799503,0.134100173,0.063337696,3.889457521,0.131364041,1.550416668,0.001574566,0.003149133,0.010651625,0.017872343,129.74,158.57,5.675322201
1842,1842,6.04,94,102,20,454,11,541,6.823485831,0.348212632,0.450099211,0.025788692,0.011899916,0.114686954,0.063178896,0.041835124,4.810644829,0.243872785,1.550416668,0.001549739,0.003099478,0.007143569,0.013756315,116.58,144.27,4.438267671
1842,1842,6.04,70,102,20,454,16,463,6.879551821,0.261437909,0.47010362,0.025788692,0.032070746,0.114462518,0.145167093,0.067149392,3.582395085,0.121010823,1.550416668,0.001083176,0.002166352,0.005061421,0.012428099,126.14,166.51,5.736878591
1645,1645,4.7,152,34,19,455,10,569,5.452074771,0.503778337,0.427945468,0.01950352,0.0040224,0.261098571,0.067376775,0.050035011,7.7948718,0.380605983,2.041666667,0.001212894,0.002425788,0.005667561,0.013916448,126.14,166.51,5.736878591
1645,1645,4.7,76,34,19,455,10,569,5.452074771,0.251889169,0.427945468,0.01950352,0.008044801,0.261098571,0.134753566,0.097587756,3.897435899,0.230090974,2.041666667,0.003028445,0.00605689,0.020061824,,165.15,181.67,
1645,1645,4.7,76,34,19,455,10,569,5.452074771,0.251889169,0.199563796,0.01950352,0.008044801,0.261098571,0.134753566,0.070276763,3.897435899,0.229855265,2.041666667,0.002852729,0.005705459,0.011249593,0.043777373,154.1,183.8,7.672892575
1645,1645,4.7,152,34,19,455,9,569,5.451532726,0.503728252,0.461806473,0.02925528,0.005329488,0.391686028,0.08927101,0.062357622,7.7948718,0.355319238,2.041666667,0.002863355,0.005726709,0.02006183,,122.1,163.35,
1645,1645,4.7,76,34,19,455,10,569,5.452074771,0.251889169,0.461806473,0.02925528,0.010726401,0.391647857,0.179671416,0.09541947,3.897435899,0.206902884,2.041666667,0.003909551,0.007819101,0.02006183,0.02882744,155.36,194.69,3.686797249
1645,1645,4.7,76,34,30,477,10,569,5.547686497,0.256306489,0.456283047,0.022927471,0.010726401,0.321908364,0.179671416,0.075039035,2.541806021,0.212177835,2.041666667,0.002792808,0.005585617,0.03039828,0.061209129,179.34,211.37,10.95834709
1645,1645,4.7,76,34,19,455,7,579,5.39963893,0.249466601,0.461806473,0.02925528,0.005144653,0.391647857,0.087686793,0.049186979,3.897435899,0.361460862,2.041666667,0.00225555,0.004511101,0.020365532,0.063055512,146.88,196.5,13.97785458
1645,1645,4.7,76,34,19,455,7,579,5.39963893,0.249466601,0.230783162,0.02925528,0.005144653,0.391647857,0.087686793,0.056574981,3.897435899,0.400155135,2.041666667,0.003152773,0.006305546,0.020669234,,118.65,192.56,
1645,1645,4.7,76,34,16,427,7,579,5.368798956,0.248041775,0.461806473,0.032826438,0.005144653,0.412659748,0.087686793,0.058933623,4.749999998,0.371152552,2.041666667,0.003642489,0.007284977,0.030701982,,186.3,212,
1645,1645,4.7,76,34,16,427,10,569,5.420634659,0.250436616,0.461806473,0.032826438,0.010726401,0.412659748,0.179671416,0.089479061,4.749999998,0.212237686,2.041666667,0.003362641,0.006725283,0.030094571,,166.63,206.21,
610,610,3,76,70,16,585,9,406,4.190999656,0.523531432,0.049493899,0.019273121,0.009164654,0.16206104,0.053490386,0.041079622,4.79245283,0.452377849,0.686816667,0.005389351,0.010778702,0.021777377,0.055554138,34.12,68.94,5.15406576
610,610,3,76,70,16,585,9,406,4.185248714,0.522813036,0.049493899,0.019273121,0.009164654,0.16206104,0.053490386,0.039016991,4.79245283,0.452049041,0.686816667,0.005038992,0.010077983,0.020361639,0.057227214,33.24,67.17,5.678439175
450,900,3,75,13,13,340,6,586,1.730803048,0.288491598,0.300068806,0.016890317,0.002814814,0.425022549,0.122287779,0.157384935,5.906,0.618756165,1.499994,0.002284078,0.004568157,0.009755575,0.026190834,131.42,171.19,5.733348158
610,610,3,76,70,16,585,9,406,4.190999656,0.476995305,0.049493899,0.019273121,0.002814814,0.16206104,0.016428933,0.04028494,4.79245283,0.412624196,0.686816667,0.005245085,0.010490171,0.021194426,0.064709792,46.89,94.74,6.168611978
610,610,3,77,68,16,573,9,514,3.771251932,0.477279753,0.102064812,0.019273121,0.009164654,0.162878547,0.069533249,0.053046293,4.855345912,0.415768981,0.686816667,0.005162648,0.010325296,0.020861311,0.064543068,45.57,92.07,6.250965618
610,610,3,76,65,16,572,9,513,3.729746255,0.465912565,0.21084988,0.019273121,0.009164654,0.16824244,0.071808816,0.065039959,4.79245283,0.481750462,0.686816667,0.005234781,0.010469561,0.021152787,0.054581303,51.52,104.08,5.213332407
610,610,3,77,65,16,573,9,514,3.568294823,0.451594033,0.21084988,0.019273121,0.009045941,0.168536434,0.071016638,0.067641698,4.855345912,0.488253924,0.686816667,0.005152343,0.010304686,0.020819672,0.053466335,49.31,99.64,5.188545689
610,610,3,76,38,16,572,9,513,3.775920768,0.471680594,0,0.019273121,0.009164654,0.290600578,0.124033409,0.10533656,4.79245283,0.293933827,0.686816667,0.010425975,0.020851951,0.03177082,0.067067687,56.34,58.71,3.216374733
610,610,3,77,38,16,573,9,514,3.866877971,0.489381934,0,0.019273121,0.009045941,0.291108386,0.122665102,0.102623797,4.855345912,0.296847093,0.686816667,0.010656898,0.021313797,0.030819672,0.06669965,58.3,58.3,3.129411983
610,610,3,76,48,16,585,9,406,4.142614601,0.517487267,0.143328157,0.019273121,0.009164654,0.23383093,0.077178986,0.067711909,4.79245283,0.478634013,0.686816667,0.005152343,0.010304686,0.020819672,0.041747157,35.24,71.2,4.051278823
610,610,3,77,48,16,586,9,407,4.162401911,0.526782668,0.143328157,0.019273121,0.009045941,0.234229922,0.076366528,0.067713483,4.855345912,0.481252241,0.686816667,0.005152343,0.010304686,0.020819672,0.040322454,33.9,68.5,3.913021009
610,610,3,76,38,16,572,9,513,3.700333637,0.462238399,0.3628757,0.019273121,0.009164654,0.289547677,0.123584012,0.119563011,4.79245283,0.363840108,0.686816667,0.005192913,0.010385825,0.020983607,0.042131148,41.82,84.5,4.056600766
610,610,3,77,38,16,573,9,514,3.700333637,0.468304519,0.3628757,0.019273121,0.009045941,0.290053645,0.122220664,0.119124784,4.855345912,0.366714492,0.686816667,0.005192913,0.010385825,0.020983607,0.041639344,41.82,84.5,4.009247448
450,900,3,75,18,13,340,6,384,1.730803048,0.288491598,0.300059651,0.016890317,0.002814814,0.318766912,0.059998093,0.132228607,5.906,0.765857867,1.499994,0.002394912,0.004789824,0.010108909,0.018813269,152.93,229.39,3.927757868
1400,1400,3.5,50,25,19,497,6,459,3.998571939,0.142806141,0.112795512,0.021376722,0.006333843,0.425627884,0.116596465,0.056169007,2.624671916,0.397585231,2.666666668,0.004277841,0.008555681,0.024237857,0.060747274,202.01,249.99,7.100226435
1400,1400,3.5,50,27,19,497,6,459,3.998571939,0.142806141,0.158218227,0.021376722,0.006333843,0.398018726,0.109033215,0.055411228,2.624671916,0.408378253,2.666666668,0.004878765,0.009757529,0.0256475,0.068191085,232.43,267.57,6.988560526
1400,1400,3.5,50,26,19,497,6,459,3.998571939,0.142806141,0.215317265,0.021376722,0.006333843,0.406244142,0.111286484,0.058604607,2.624671916,0.409640395,2.666666668,0.004652754,0.009305508,0.024688571,0.059545283,234.36,305.29,6.39892859
1400,1400,3.5,52,25,19,497,6,459,3.998571939,0.148518386,0.111058826,0.021376722,0.006090234,0.419074592,0.11038583,0.054066709,2.729658792,0.410529608,2.666666668,0.004572423,0.009144845,0.026225714,0.070438206,195.42,248.04,7.702503836
1400,1400,3.5,52,27,19,497,6,459,3.998571939,0.148518386,0.155592924,0.021376722,0.006090234,0.391414433,0.10310004,0.05335372,2.729658792,0.422164895,2.666666668,0.004146494,0.008292988,0.024667857,0.07157444,213.13,260.49,8.630718346
1400,1400,3.5,52,27,19,497,6,459,3.998571939,0.148518386,0.210169598,0.021376722,0.006090234,0.396531917,0.104448004,0.056275648,2.729658792,0.424043828,2.666666668,0.004484138,0.008968275,0.027402143,0.053569228,240.95,309.8,5.973191903
1400,1400,3.5,54,26,19,497,6,459,3.998571939,0.154230632,0.106557578,0.021376722,0.00586467,0.402089372,0.101989201,0.050972263,2.834645669,0.424426651,2.666666668,0.004596202,0.009192405,0.023761429,0.069777728,189.58,234.61,7.590802578
1400,1400,3.5,54,27,19,497,6,459,3.998571939,0.154230632,0.153442913,0.021376722,0.00586467,0.386005797,0.097909633,0.051566278,2.834645669,0.435492839,2.666666668,0.004573031,0.009146063,0.026675,0.076597563,212.33,259.51,8.374922075
1400,1400,3.5,54,27,19,497,6,459,3.998571939,0.154230632,0.209153908,0.021376722,0.00586467,0.394615592,0.100093491,0.055941827,2.834645669,0.436278447,2.666666668,0.00546732,0.010934639,0.027083571,0.063294974,263.24,299.55,5.78848306
1829,1829,3.6,75,83,25,413,10,413,3.892317514,0.159608427,0,0.025345236,0.013733738,0.126249747,0.068410527,0.039338717,2.999999999,0.207414463,2.582333334,0.007034573,0.014069147,0.04379288,,200.74,239.43,
450,900,3,75,18,13,340,6,384,1.730803048,0.288491598,0.200044345,0.016890317,0.002814814,0.318766912,0.059998093,0.099025447,5.906,0.800540358,1.499994,0.001765475,0.00353095,0.014593363,0.031859167,120.27,216.49,9.022831965
1829,1829,3.6,75,83,25,413,10,413,3.892317514,0.159608427,0.120010714,0.025345236,0.013733738,0.126249747,0.068410527,0.042269474,2.999999999,0.335464596,2.582333334,0.005490047,0.010980095,0.03277666,0.048842981,270.55,377.25,4.448320567
1829,1829,3.6,75,83,25,413,10,413,3.892324324,0.159621622,0.160064319,0.025331995,0.013733738,0.126183791,0.068410527,0.043862185,3.000247998,0.355714586,2.582360427,0.004426432,0.008852865,0.020004635,0.039882178,250.21,393.18,4.505002451
597,597,3.92,25,103,10,517,3,792,4.475770925,0.190458337,0,0.024543693,0.006135923,0.123473292,0.047338192,0.026455754,2.666666667,0.26246533,0.387096,0.00463057,0.00926114,0.052344681,,27.52,34.06,
597,597,3.92,25,86,10,517,3,792,4.475770925,0.190458337,0.200044094,0.024543693,0.006135923,0.146944613,0.056334094,0.03763099,2.666666667,0.418757372,0.387096,0.002292434,0.004584868,0.016629787,0.038034852,58.61,69.08,8.295735946
597,597,3.92,25,87,10,455,3,792,4.475770925,0.190458337,0,0.024543693,0.006982681,0.127546256,0.063229007,0.033767451,2.666666667,0.209935819,0.387096,0.003394746,0.006789492,0.020489362,0.031268647,22.81,28.22,4.60544747
597,597,3.92,25,83,10,455,3,792,4.475770925,0.190458337,0.100022047,0.024543693,0.006982681,0.133807695,0.066337387,0.04455693,2.666666667,0.313622613,0.387096,0.002896124,0.005792247,0.016225532,0.020621417,36.58,51,3.560175594
597,597,3.92,25,90,10,455,3,792,4.475770925,0.190458337,0.200044094,0.024543693,0.006982681,0.12399513,0.061472645,0.03650062,2.666666667,0.376005199,0.387096,0.00141382,0.002827641,0.008795745,0.027033468,37.61,61.04,9.560432275
597,597,3.92,25,67,10,475,3,1261,4.475770925,0.190458337,0,0.024543693,0.006982681,0.172858045,0.130438804,0.057861428,2.666666667,0.144549321,0.387096,0.005630329,0.011260658,0.060923404,,29.15,36.53,
597,597,3.92,25,75,10,475,3,1261,4.475770925,0.190458337,0.100022047,0.024543693,0.006982681,0.156391616,0.118024387,0.054316128,2.666666667,0.211343643,0.387096,0.002390178,0.004780356,0.022106383,0.051296313,34.34,46.57,10.73064694
597,597,3.92,25,82,10,475,3,1261,4.475770925,0.190458337,0.200044094,0.024543693,0.006982681,0.142626095,0.107635932,0.053490636,2.666666667,0.25471985,0.387096,0.001742325,0.00348465,0.01407234,0.033234515,44.57,54.47,9.537405166
300,600,2,50,28,13,447,6,398,1.153868699,0.192360297,0.21665512,0.016890317,0.004221507,0.27232943,0.060603798,0.169689255,3.938,0.906289748,1.499994,0.005766543,0.011533086,0.02202,0.024977558,303.99,303.99,2.165730563
597,597,3.92,32,76,10,475,3,1261,4.475770925,0.238072922,0.200044094,0.024543693,0.005586144,0.153915759,0.092924728,0.048560895,3.333333333,0.294635151,0.387096,0.001814435,0.00362887,0.014889362,0.024731906,45.38,56.16,6.815318561
597,597,3.92,38,87,10,475,3,1261,4.475770925,0.285687506,0.200044094,0.024543693,0.00465512,0.134101316,0.067468337,0.039290541,4,0.358928229,0.387096,0.001811051,0.003622102,0.011119149,0.021306115,39.29,58.06,5.882251432
597,597,3.92,44,71,10,475,3,1261,4.475770925,0.33330209,0.200044094,0.024543693,0.003990103,0.163859755,0.070663068,0.040867008,4.666666667,0.371449062,0.387096,0.001526185,0.003052371,0.010476596,0.023386714,29.32,51.84,7.661819757
2000,2000,6.56,60,92,16,451,11,391,7.499062617,0.224971878,0.139638551,0.025702186,0.018709371,0.12534403,0.079103008,0.035821114,3.749999998,0.18354075,1.550416668,0.004413636,0.008827272,0.015145,0.080548033,91.11,114.17,9.12490633
2000,2000,6.56,60,93,16,430,11,391,7.499062617,0.224971878,0.276583111,0.025702186,0.018709371,0.118354806,0.078339956,0.03782711,3.749999998,0.221078452,1.550416668,0.003923684,0.007847367,0.0184048,0.054306835,124.51,148.51,6.920389276
2000,2000,6.56,60,98,16,451,11,418,7.499062617,0.224971878,0.394173181,0.025702186,0.018709371,0.117940819,0.079570668,0.04437573,3.749999998,0.204000179,1.550416668,0.004590683,0.009181366,0.02365,0.045038739,136.95,148.99,4.905451015
2000,2000,6.56,130,98,16,430,11,391,7.499062617,0.48743907,0.264126963,0.025702186,0.008635094,0.113024599,0.034528546,0.025543741,8.124999998,0.405430505,1.550416668,0.003327264,0.006654527,0.015296,0.029273426,121.24,151.93,4.399024309
2000,2000,6.56,130,104,16,451,11,418,7.499047619,0.487428571,0.37111212,0.025701647,0.008635893,0.111040705,0.03458026,0.032178643,8.124824998,0.377482887,1.5504492,0.003273388,0.006546776,0.015300031,,139.99,139.99,
450,900,3,150,28,13,447,6,398,1.730803048,0.576983197,0.213191716,0.022520422,0.018709371,0.357301361,0.264297395,0.080566551,11.812,1.233657577,1.499994,0.002585616,0.005171232,0.010448,0.021371051,103.39,208.89,4.132680513
160,320,2,40,20,9,341,5,558,1.161524501,0.290381125,0.801155126,0.022150683,0.006135923,0.381158258,0.173083449,0.317348902,4.21070361,0.336339442,0.426666667,0.003709486,0.007418972,0.0146425,0.028842676,38.11,77,3.887691792
625,625,2.5,40,38,13,461,4,485,2.863688431,0.18327606,0.300066141,0.024321959,0.005026548,0.297948124,0.064781761,0.054290267,3.1496063,0.651227206,1.041666667,0.001872459,0.003744918,0.029759083,0.038520083,146.73,198.99,10.28596088
625,625,2.5,40,38,13,461,4,485,2.863688431,0.18327606,0.600132281,0.024321959,0.005026548,0.297948124,0.064781761,0.065899293,3.1496063,0.475595629,1.041666667,0.001709871,0.003419742,0.009957542,0.022478359,143.24,177.26,6.573116236
1200,1200,2,100,39,25,388,13,524,2.263723826,0.188643652,0.567018406,0.016890249,0.008445125,0.167036251,0.112792526,0.129407597,3.937007874,0.344409724,5.999999998,0.001200164,0.002400328,0.004983583,,506.96,984.1,
1200,1200,2,100,39,25,388,13,524,2.227171492,0.185597624,0.567018406,0.016890249,0.008445125,0.167036251,0.112792526,0.092601287,3.937007874,0.343120364,5.999999998,0.001618555,0.00323711,0.00758199,0.022284787,1078.87,1256.56,6.884160511
1200,1200,2.14,100,32,25,388,13,524,2.313030069,0.192752506,0.594312771,0.019389317,0.009048348,0.233435761,0.147120683,0.12222547,3.937007874,0.300762378,5.226666665,0.002142333,0.004284666,0.020049167,,1060.3,1179.43,
1245,1245,3.11,70,36,13,363,6,368,3.456892961,0.19436346,0.027338895,0.015834609,0.002019595,0.159973683,0.020684579,0.028613528,5.511811024,0.617590701,2.666666668,0.002699126,0.005398251,0.014658635,0.035513674,133.17,151.54,6.578736916
1245,1245,3.11,70,36,13,363,6,368,3.456943367,0.194371959,0.027492476,0.015834672,0.00201918,0.160870534,0.020796184,0.030213567,5.512,0.618093216,2.666656,0.003219469,0.006438938,0.013558163,0.035535908,115.07,147.95,5.518908303
1245,1245,3.11,70,34,13,363,6,368,3.456892961,0.19436713,0.028614179,0.015834609,0.002019595,0.167436012,0.021649457,0.035536402,5.511811024,0.621159388,2.666666668,0.007614094,0.015228187,0.029711647,0.063013216,145.14,152.86,4.137932885
1245,1245,3.11,70,37,13,363,6,368,3.456943367,0.194375629,0.02667069,0.015834672,0.00201918,0.156061904,0.020174559,0.036442097,5.512,0.615528979,2.666656,0.001378015,0.002756029,0.006980839,0.008871864,311.42,604.52,3.219074641
2400,2400,5.25,356,25,22,460,10,438,5.88,0.871595331,0.25,0.0148,0.00087,0.276279306,0.015461577,0.027708263,16,1.037027111,3.483864,0.002445182,0.004890364,0.016057993,0.019767689,147.97,183.12,4.042171114
1829,1829,4,457,36,25,510,10,480,4.61,1.152,0.07,0.0194,0.00068,0.272954182,0.009011519,0.016023618,18,1.691154113,3.483864,0.001985118,0.003970237,0.010069444,0.017525631,118.73,202.67,4.414253265
1829,1829,4,457,36,25,510,10,480,4.61,1.152,0.14,0.0194,0.00068,0.272954182,0.009011519,0.018295339,18,1.556276542,3.483864,0.001874828,0.003749656,0.010384722,0.018771004,136.79,233.49,5.006060567
1829,1829,4,457,36,25,510,10,480,4.61,1.152,0.21,0.0194,0.00068,0.272954182,0.009011519,0.023307398,18,1.472025579,3.483864,0.0022961,0.0045922,0.013813889,0.017703833,195.96,285.3,3.855196551
1676,1676,3.67,457,35,25,510,10,480,4.22,1.152,0.14,0.0194,0.00068,0.279877897,0.009240104,0.022308064,18,1.558387588,3.483864,0.002353429,0.004706858,0.015,0.018380371,203.64,268.8,3.905019297
1524,1524,3.33,457,35,25,510,10,480,3.84,1.152,0.22,0.0194,0.00068,0.279877897,0.009240104,0.029305813,18,1.473310425,3.483864,0.002643502,0.005287004,0.014833333,0.019063814,292.51,340.69,3.605787619
300,600,2,50,26,13,447,6,398,1.153868699,0.192360297,0.22993666,0.016890317,0.004221507,0.289023955,0.064318973,0.152087573,3.938,0.898447897,1.499994,0.00460204,0.009204081,0.018596,0.03739829,168.32,340.08,4.063229243
450,900,3,100,26,16,380,6,380,1.764767407,0.392170535,0.180041076,0.026815067,0.00211129,0.384189624,0.030249252,0.078954419,6.249206349,1.208168834,1.499994,0.001936678,0.003873356,0.014046,0.018653183,175.51,271.49,4.815767627
450,900,3,100,26,16,380,6,380,1.764767407,0.392170535,0.270060681,0.026815067,0.00211129,0.384189624,0.030249252,0.102044376,6.249206349,1.135457906,1.499994,0.002666788,0.005333576,0.010776,0.01659437,123.58,249.69,3.111303022
450,900,3,100,26,16,380,6,380,1.764767407,0.392170535,0.270060681,0.026815067,0.00211129,0.384189624,0.030249252,0.07792602,6.249206349,1.135457906,1.499994,0.001802614,0.003605227,0.014008,0.024965185,218.18,291.89,6.924718738
900,900,2.25,180,25,22,546,9,355,2.571521881,0.514333406,0.200045603,0.038706323,0.001906021,0.842800033,0.02693465,0.070099624,8.108695652,1.659532157,2.666656,0.002342596,0.004685192,0.009466,0.015251674,175.2,353.98,3.255293259
